sm_fundcode,sm_schemecode,sm_plancode,sm_optioncode,sm_schdesc,sm_plandesc,sm_optdesc,sm_funddesc,sm_fundtype,sm_opendate,sm_closedt,sm_nature,sm_navsp,sm_loaddetails,sm_NumschCode,sm_NFOStartDt,sm_NFOEndDt,sm_NFOFaceValue,sm_AllotmentDt,sm_MinPurchase,sm_MinAddPurchase,sm_MinSip,sm_refno,sm_category,sm_plnmode,sm_isin,SMF FUNDGROUP,Asset Class,Sub Class,Fund short,AMFI Product Class,NATURE
not editable,not editable,not editable,not editable,editable,editable,editable,editable,,editable,editable,editable,,,,,,,editable,editable,editable,editable,,,,,editable,,,editable,,editable
,,,,Free text,Free text,Free text,Free text,,Date calendar,Date calendar,drop down with predefined value in the column,,,,,,,date calendar,Amount free text- numeric,Amount free text- numeric,Amount free text- numeric,,,,,Alphanumeric free text,,,Free text,,drop down with predefined value in the column
176,IS,ZM,S,SUNDARAM SHORT DURATION FUND (FORMERLY KNOWN AS PRINCIPAL SHORT TERM DEBT FUND),DIRECT PLAN IDCW MONTHLY,SWEEP,SUNDARAM SHORT DURATION FUND (FORMERLY KNOWN AS PRINCIPAL SHORT TERM DEBT FUND) - DIRECT PLAN IDCW MONTHLY  SWEEP,DEBT,01-01-2013,01-01-2013,Open,4,"Entry Load - NIL, Exit Load - If redeemed on or before 183 days from the date of allotment - 0.50% / ",,,,,01-01-2013,5000,500,250,176ISZMS,DEBT,DIRECT,INF173K01GS4,SDSTA,DEBT,DEBT_OE,Short Duration,Short Duration Fund,OPEN
176,LC,DP,D,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND),REGULAR PLAN HALF YEARLY IDCW,PAYOUT,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND) - REGULAR PLAN HALF YEARLY IDCW  PAYOUT,EQUITY,11-11-2005,01-12-2005,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021 If Units purchased/ switchin within 7 days from the date of allotment 0.25%. NIL after 7 days from the date of allotment / ",,,,,05-12-2005,300,300,100,176LCDPD,EQUITY,REGULAR,INF173K01197,FOCUSSED,EQUITY,EQUITY_OE,Focused,Focused Fund,OPEN
176,LC,DP,R,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND),REGULAR PLAN HALF YEARLY IDCW,REINVESTMENT,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND) - REGULAR PLAN HALF YEARLY IDCW  REINVESTMENT,EQUITY,11-11-2005,01-12-2005,Open,4,"Entry Load - 2.25% for investments < Rs. 3 crores, NIL for investments >= Rs. 3 crores  / Exit Load - Investment < Rs. 3 crores, 1.50% if redeemed on or before 180 days, 1% if redeemed after 180 days but on or before 365 days, NIL if redeemed after 365 days from the date of allotment. ",,,,,05-12-2005,300,300,100,176LCDPR,EQUITY,REGULAR,INF173K01205,FOCUSSED,EQUITY,EQUITY_OE,Focused,Focused Fund,OPEN
176,LC,DP,S,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND),REGULAR PLAN HALF YEARLY IDCW,SWEEP,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND) - REGULAR PLAN HALF YEARLY IDCW  SWEEP,EQUITY,11-11-2005,01-12-2005,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021 If Units purchased/ switchin within 7 days from the date of allotment 0.25%. NIL after 7 days from the date of allotment / ",,,,,05-12-2005,300,300,100,176LCDPS,EQUITY,REGULAR,INF173K01AL2,FOCUSSED,EQUITY,EQUITY_OE,Focused,Focused Fund,OPEN
176,LC,GP,G,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND),REGULAR PLAN GROWTH,GROWTH,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND) - REGULAR PLAN GROWTH,EQUITY,11-11-2005,01-12-2005,Open,4,"Entry Load - NIL  Exit Load - 1% for Investments of <= Rs.5 Crores if redeemed on or before 3 Years, 0.25% for investments  >Rs.5 Crores if redeemed on or before 10 days from the date of allotment.  /  ",,,,,05-12-2005,300,300,100,176LCGPG,EQUITY,REGULAR,INF173K01189,FOCUSSED,EQUITY,EQUITY_OE,Focused,Focused Fund,OPEN
176,LC,ZD,D,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND),DIRECT PLAN HALF YEARLY IDCW,PAYOUT,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND) - DIRECT PLAN HALF YEARLY IDCW  PAYOUT,EQUITY,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021 If Units purchased/ switchin within 7 days from the date of allotment 0.25%. NIL after 7 days from the date of allotment / ",,,,,01-01-2013,300,300,100,176LCZDD,EQUITY,DIRECT,INF173K01EM2,FOCUSSED,EQUITY,EQUITY_OE,Focused,Focused Fund,OPEN
176,LC,ZD,R,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND),DIRECT PLAN HALF YEARLY IDCW,REINVESTMENT,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND) - DIRECT PLAN HALF YEARLY IDCW  REINVESTMENT,EQUITY,01-01-2013,01-01-2013,Open,4,"Entry Load - For Direct Investments-NIL, 2.25% upto Rs.1 crores, NIL for greater than Rs.1 crore.  Exit Load - 1% if redeemed before 1 year from the date of allotment.  /  ",,,,,01-01-2013,300,300,100,176LCZDR,EQUITY,DIRECT,INF173K01EL4,FOCUSSED,EQUITY,EQUITY_OE,Focused,Focused Fund,OPEN
176,LC,ZD,S,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND),DIRECT PLAN HALF YEARLY IDCW,SWEEP,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND) - DIRECT PLAN HALF YEARLY IDCW  SWEEP,EQUITY,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021 If Units purchased/ switchin within 7 days from the date of allotment 0.25%. NIL after 7 days from the date of allotment / ",,,,,01-01-2013,300,300,100,176LCZDS,EQUITY,DIRECT,INF173K01EN0,FOCUSSED,EQUITY,EQUITY_OE,Focused,Focused Fund,OPEN
176,LC,ZG,G,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND),DIRECT PLAN GROWTH,GROWTH,SUNDARAM FOCUSED FUND (FORMERLY KNOWN AS PRINCIPAL FOCUSED MULTICAP FUND) - DIRECT PLAN GROWTH,EQUITY,01-01-2013,01-01-2013,Open,4,"Entry Load - For Direct Investments-NIL, 2.25% upto Rs.1 crores, NIL for greater than Rs.1 crore.  Exit Load - 1% if redeemed on or before 1 year from the date of allotment.  /  ",,,,,01-01-2013,300,300,100,176LCZGG,EQUITY,DIRECT,INF173K01EK6,FOCUSSED,EQUITY,EQUITY_OE,Focused,Focused Fund,OPEN
176,LF,B1,B,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),DIRECT BONUS UNITS,BONUS,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - DIRECT BONUS UNITS BONUS,LIQUID,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; / Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment.",,,,,01-01-2013,0,0,0,176LFB1B,LIQUID,DIRECT,INF903JA1JH9,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,B2,B,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),REGULAR BONUS UNITS,BONUS,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - REGULAR BONUS UNITS BONUS,LIQUID,26-08-2004,30-08-2004,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment.. / ",,,,,06-09-2004,0,0,0,176LFB2B,LIQUID,REGULAR,INF903JA1JI7,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,DF,R,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),DIRECT FORTNIGHTLY IDCW,REINVESTMENT,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - DIRECT FORTNIGHTLY IDCW REINVESTMENT,LIQUID,26-08-2004,30-08-2004,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment. / ",,,,,06-09-2004,1000,500,1000,176LFDFR,LIQUID,DIRECT,INF903JA1JJ5,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,DQ,R,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),DIRECT QUARTERLY IDCW,REINVESTMENT,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - DIRECT QUARTERLY IDCW REINVESTMENT,LIQUID,26-08-2004,30-08-2004,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment. / ",,,,,06-09-2004,1000,500,1000,176LFDQR,LIQUID,DIRECT,INF903JA1JK3,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,P1,B,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),DIRECT PRINCIPAL UNITS,BONUS,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - DIRECT PRINCIPAL UNITS BONUS,LIQUID,26-08-2004,30-08-2004,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment. / ",,,,,06-09-2004,0,0,0,176LFP1B,LIQUID,DIRECT,INF903JA1JH9,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,P2,B,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),REGULAR PRINCIPAL UNITS,BONUS,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - REGULAR PRINCIPAL UNITS BONUS,LIQUID,26-08-2004,30-08-2004,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment. / ",,,,,06-09-2004,0,0,0,176LFP2B,LIQUID,REGULAR,INF903JA1JI7,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,PD,R,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),REGULAR PLAN IDCW DAILY,REINVESTMENT,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - REGULAR PLAN IDCW DAILY  REINVESTMENT,LIQUID,26-08-2004,30-08-2004,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment. / ",,,,,06-09-2004,1000,500,1000,176LFPDR,LIQUID,REGULAR,INF173K01DB7,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,PG,G,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),REGULAR PLAN GROWTH,GROWTH,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - REGULAR PLAN GROWTH,LIQUID,26-08-2004,30-08-2004,Open,4,Entry Load - NIL  Exit Load - NIL / ,,,,,06-09-2004,1000,500,1000,176LFPGG,LIQUID,REGULAR,INF173K01DA9,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,PM,D,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),REGULAR PLAN IDCW MONTHLY,PAYOUT,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - REGULAR PLAN IDCW MONTHLY  PAYOUT,LIQUID,26-08-2004,30-08-2004,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment. / ",,,,,06-09-2004,1000,500,1000,176LFPMD,LIQUID,REGULAR,INF173K01DD3,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,PM,R,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),REGULAR PLAN IDCW MONTHLY,REINVESTMENT,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - REGULAR PLAN IDCW MONTHLY  REINVESTMENT,LIQUID,26-08-2004,30-08-2004,Open,4,Entry Load - NIL  Exit Load - NIL / ,,,,,06-09-2004,1000,500,1000,176LFPMR,LIQUID,REGULAR,INF173K01DE1,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,PM,S,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),REGULAR PLAN IDCW MONTHLY,SWEEP,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - REGULAR PLAN IDCW MONTHLY  SWEEP,LIQUID,26-08-2004,30-08-2004,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment. / ",,,,,06-09-2004,1000,500,1000,176LFPMS,LIQUID,REGULAR,INF173K01DF8,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,PW,R,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),REGULAR PLAN IDCW WEEKLY,REINVESTMENT,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - REGULAR PLAN IDCW WEEKLY  REINVESTMENT,LIQUID,26-08-2004,30-08-2004,Open,4,Entry Load - NIL  Exit Load - NIL / ,,,,,06-09-2004,1000,500,1000,176LFPWR,LIQUID,REGULAR,INF173K01DC5,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,Q1,R,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),REGULAR QUARTERLY IDCW,REINVESTMENT,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - REGULAR QUARTERLY IDCW REINVESTMENT,LIQUID,26-08-2004,30-08-2004,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment. / ",,,,,06-09-2004,1000,500,1000,176LFQ1R,LIQUID,REGULAR,INF903JA1JG1,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,RF,R,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),REGULAR FORTNIGHTLY IDCW,REINVESTMENT,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - REGULAR FORTNIGHTLY IDCW REINVESTMENT,LIQUID,26-08-2004,30-08-2004,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment. / ",,,,,06-09-2004,1000,500,1000,176LFRFR,LIQUID,REGULAR,INF903JA1JF3,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,ZD,R,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),DIRECT PLAN IDCW DAILY,REINVESTMENT,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - DIRECT PLAN IDCW DAILY  REINVESTMENT,LIQUID,26-08-2004,30-08-2004,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment. / ",,,,,06-09-2004,1000,500,1000,176LFZDR,LIQUID,DIRECT,INF173K01GT2,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,ZG,G,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),DIRECT PLAN,GROWTH,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - DIRECT PLAN  GROWTH,LIQUID,26-08-2004,30-08-2004,Open,4,Entry Load - NIL  Exit Load - NIL / ,,,,,06-09-2004,1000,500,1000,176LFZGG,LIQUID,DIRECT,INF173K01GU0,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,ZM,D,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),DIRECT PLAN IDCW MONTHLY,PAYOUT,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - DIRECT PLAN IDCW MONTHLY  PAYOUT,LIQUID,26-08-2004,30-08-2004,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment. / ",,,,,06-09-2004,1000,500,1000,176LFZMD,LIQUID,DIRECT,INF173K01GV8,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,ZM,R,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),DIRECT PLAN IDCW MONTHLY,REINVESTMENT,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - DIRECT PLAN IDCW MONTHLY  REINVESTMENT,LIQUID,26-08-2004,30-08-2004,Open,4,Entry Load - NIL  Exit Load - NIL / ,,,,,06-09-2004,1000,500,1000,176LFZMR,LIQUID,DIRECT,INF173K01GW6,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,ZM,S,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),DIRECT PLAN IDCW MONTHLY,SWEEP,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - DIRECT PLAN IDCW MONTHLY  SWEEP,LIQUID,26-08-2004,30-08-2004,Open,4,"Entry Load Nil, Exit load: Day 1- .0070%; Day 2 - .0065%; Day 3 - .0060%; Day 4 - .0055%; Day 5 - .0050%; Day 6 - .0045%; Day 7 onwards - Nil if Redeemed / Switched out from the date of allotment. / ",,,,,06-09-2004,1000,500,1000,176LFZMS,LIQUID,DIRECT,INF173K01GX4,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LF,ZW,R,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND),DIRECT PLAN IDCW WEEKLY,REINVESTMENT,SUNDARAM LIQUID FUND (FORMERLY KNOWN AS PRINCIPAL CASH MANAGEMENT FUND) - DIRECT PLAN IDCW WEEKLY  REINVESTMENT,LIQUID,26-08-2004,30-08-2004,Open,4,Entry Load - NIL  Exit Load - NIL / ,,,,,06-09-2004,1000,500,1000,176LFZWR,LIQUID,DIRECT,INF173K01GY2,MONEY,LIQUID,LIQUID,Liquid Fund,Liquid Fund,OPEN
176,LM,D1,D,SUNDARAM LARGE AND MID CAP FUND,DIRECT IDCW,PAYOUT,SUNDARAM LARGE AND MID CAP FUND - DIRECT IDCW,EQUITY,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit load: w.e.f 23-JULY-16 - 1% if redeemed within 12 months from the date of allotment. Nil if redeemed beyond 12 months from the date of allotment / ",,,,,01-01-2013,100,100,100,176LMD1D,EQUITY,DIRECT,INF903J01PP3,EM,EQUITY,EQUITY_OE,Large & Mid,Large & Mid Cap Fund,OPEN
176,LM,D1,R,SUNDARAM LARGE AND MID CAP FUND,DIRECT IDCW,REINVESTMENT,SUNDARAM LARGE AND MID CAP FUND - DIRECT IDCW,EQUITY,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021 Upto 25% of Units purchased/ switchin - NIL In excess of the above: 1% if redeemed/ SWP/STP within 365 days from the date of allotment. NIL if redeemed /SWP/STP after 365 days / from the date of allotment",,,,,01-01-2013,100,100,100,176LMD1R,EQUITY,DIRECT,INF903J01PQ1,EM,EQUITY,EQUITY_OE,Large & Mid,Large & Mid Cap Fund,OPEN
176,LM,DG,G,SUNDARAM LARGE AND MID CAP FUND,DIRECT GROWTH,GROWTH,SUNDARAM LARGE AND MID CAP FUND - DIRECT GROWTH,EQUITY,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021 Upto 25% of Units purchased/ switchin - NIL In excess of the above: 1% if redeemed/ SWP/STP within 365 days from the date of allotment. NIL if redeemed /SWP/STP after 365 daysá / from the date of allotment",,,,,01-01-2013,100,100,100,176LMDGG,EQUITY,DIRECT,INF903J01PR9,EM,EQUITY,EQUITY_OE,Large & Mid,Large & Mid Cap Fund,OPEN
176,LM,DP,D,SUNDARAM LARGE AND MID CAP FUND,REGULAR IDCW,PAYOUT,SUNDARAM LARGE AND MID CAP FUND - REGULAR IDCW,EQUITY,10-01-2007,31-01-2007,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021 Upto 25% of Units purchased/ switchin - NIL In excess of the above: 1% if redeemed/ SWP/STP within 365 days from the date of allotment. NIL if redeemed /SWP/STP after 365 days / from the date of allotment",,,,,22-02-2010,100,100,100,176LMDPD,EQUITY,REGULAR,INF903J01DU9,EM,EQUITY,EQUITY_OE,Large & Mid,Large & Mid Cap Fund,OPEN
176,LM,DP,R,SUNDARAM LARGE AND MID CAP FUND,REGULAR IDCW,REINVESTMENT,SUNDARAM LARGE AND MID CAP FUND - REGULAR IDCW,EQUITY,10-01-2007,31-01-2007,Open,4,"Entry Load Nil, Exit load: w.e.f 23-JULY-16 - 1% if redeemed within 12 months from the date of allotment. Nil if redeemed beyond 12 months from the date of allotment / ",,,,,22-02-2010,100,100,100,176LMDPR,EQUITY,REGULAR,INF903J01DV7,EM,EQUITY,EQUITY_OE,Large & Mid,Large & Mid Cap Fund,OPEN
176,LM,GP,G,SUNDARAM LARGE AND MID CAP FUND,REGULAR GROWTH,GROWTH,SUNDARAM LARGE AND MID CAP FUND - REGULAR GROWTH,EQUITY,10-01-2007,31-01-2007,Open,4,"Entry Load Nil, Exit load: w.e.f 23-JULY-16 - 1% if redeemed within 12 months from the date of allotment. Nil if redeemed beyond 12 months from the date of allotment / ",,,,,22-02-2010,100,100,100,176LMGPG,EQUITY,REGULAR,INF903J01DT1,EM,EQUITY,EQUITY_OE,Large & Mid,Large & Mid Cap Fund,OPEN
176,MC,D1,D,SUNDARAM MID CAP FUND,DIRECT IDCW,PAYOUT,SUNDARAM MID CAP FUND DIRECT IDCW PAYOUT,EQUITY,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit load: w.e.f 1-JAN-13  - 1% if Redeemed / Switched out within 12 months from the date of allotment / ",,,,,01-01-2013,100,100,100,176MCD1D,EQUITY,DIRECT,INF903J01MH7,SELMID,EQUITY,EQUITY_OE,Midcap,Mid Cap Fund,OPEN
176,MC,D1,R,SUNDARAM MID CAP FUND,DIRECT IDCW,REINVESTMENT,SUNDARAM MID CAP FUND DIRECT IDCW REINVESTMENT,EQUITY,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021 Upto 25% of Units purchased/ switchin - NIL In excess of the above: 1% if redeemed/ SWP/STP within 365 days from the date of allotment. NIL if redeemed /SWP/STP after 365 daysá / from the date of allotment",,,,,01-01-2013,100,100,100,176MCD1R,EQUITY,DIRECT,INF903J01MI5,SELMID,EQUITY,EQUITY_OE,Midcap,Mid Cap Fund,OPEN
176,MC,DG,G,SUNDARAM MID CAP FUND,DIRECT GROWTH,GROWTH,SUNDARAM MID CAP FUND DIRECT GROWTH,EQUITY,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021 Upto 25% of Units purchased/ switchin - NIL In excess of the above: 1% if redeemed/ SWP/STP within 365 days from the date of allotment. NIL if redeemed /SWP/STP after 365 days / from the date of allotment",,,,,01-01-2013,100,100,100,176MCDGG,EQUITY,DIRECT,INF903J01MJ3,SELMID,EQUITY,EQUITY_OE,Midcap,Mid Cap Fund,OPEN
176,MC,DP,D,SUNDARAM MID CAP FUND,REGULAR IDCW,PAYOUT,SUNDARAM MID CAP FUND REGULAR IDCW PAYOUT,EQUITY,19-07-2002,30-07-2002,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021 Upto 25% of Units purchased/ switchin - NIL In excess of the above: 1% if redeemed/ SWP/STP within 365 days from the date of allotment. NIL if redeemed /SWP/STP after 365 daysá / from the date of allotment",,,,,06-08-2002,100,100,100,176MCDPD,EQUITY,REGULAR,INF903J01181,SELMID,EQUITY,EQUITY_OE,Midcap,Mid Cap Fund,OPEN
